College,Major,Program,Course Prefix,Course Name,Color
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 305,Project Based Learning in STEM Education,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 335,British Literature: 1914-Present,#5cf7a6
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 483,Senior Design Project III,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,AG/EDES/ENGR/ISLA/SCM/UNIV 350,The Global Environment,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 451,Radio Frequency Identification and Sensing System Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 342,Manufacturing Systems Integration,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 356,Manufacturing Automation,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 301,Operations Research I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 443,Facilities Planning and Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 318,Mechanical Vibrations,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 430,Quality Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 482,Senior Design Project II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 329,Mechanical Systems Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BMED/BRAE 213,Bioengineering Fundamentals,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,CHEM 124,General Chemistry for Physical Science and Engineering I (B1 & B3) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 542,Applied Reliability Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 420,Simulation,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATE 401,Materials Characterization Techniques,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 335,Computer-Aided Manufacturing I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 141,Manufacturing Processes: Net Shape,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 520,Advanced Information Systems for Operations,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATH 344,Linear Analysis II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BMED 212,Introduction to Biomedical Engineering Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,PHYS 133,General Physics III,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 544,Advanced Topics in Engineering Economy,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 543,Applied Human Factors,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,CE 207,Mechanics of Materials II 5,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,HNRS/MATH 143,Calculus III (Area B Electives) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BMED 410,Biomechanics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 418,Product-Process Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 101,Introduction to Industrial and Manufacturing Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 312,Data Management and System Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BUS 382,Leadership and Organizations,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ITP 371,Supply Chain Management in Manufacturing and Services,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,EE 251,Electric Circuits Laboratory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 328,Design for Strength and Stiffness,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 302,Thermodynamics I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BMED 434/EE 423/MATE 430,Micro/Nano Fabrication,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 327,Test Design and Analysis in Manufacturing Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 435,Reliability for Design and Testing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATE 215,Materials Laboratory I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,EE 321,Electronics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,CPE 488/IME 458/MATE 458,Microelectronics and Electronics Packaging,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 527,Design of Experiments,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 142,Manufacturing Processes: Materials Joining,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BUS 311,Managing Technology in the International Legal Environment,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 457,Advanced Electronic Manufacturing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATE 410,Nanoscale Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 409,Economic Decision Systems,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 400,Special Problems for Advanced Undergraduates,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,HNRS/MATH 141,Calculus I (B4) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 428,Engineering Metrology,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 211,Engineering Statics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 330,Fundamentals of Manufacturing Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 417,Supply Chain and Logistics Management,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 303,Project Organization and Management,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 410,Production Planning and Control Systems,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 401,Sales Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 234,Philosophy of Design,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,CSC 232,Computer Programming for Scientists and Engineers,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,STAT 321,Probability and Statistics for Engineers and Scientists (Upper-Division B) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 481,Senior Design Project I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 144,Introduction to Design and Manufacturing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,EE 201,Electric Circuit Theory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 545,Advanced Topics in Simulation,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 343,Heat Transfer,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,HNRS/MATH 142,Calculus II (B4) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 470,Selected Advanced Topics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BRAE/EE 434,Automotive Engineering for a Sustainable Future,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,HNRS 134/PHYS 141,General Physics IA (Area B Electives) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ENGL/HNRS 147,Writing Arguments about STEM (A3) 6,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 460,Introduction to Value Chain Analysis,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 212,Engineering Dynamics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 421,Engineering Management,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 441,Engineering Supervision I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 305,Introduction to Mechatronics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 415,Energy Conversion,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ITP 330,Packaging Fundamentals,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BMED/MATE 435,Microfabrication Laboratory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BUS 346,Principles of Marketing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 244,Intermediate Design and Manufacturing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATH 350,Mathematical Software,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BUS/ENGR 310,Introduction to Entrepreneurship,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ITP 428,Commercialization of New Technologies,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 424,Industrial Engineering in Healthcare,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 156,Basic Electronics Manufacturing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 432,Additive Manufacturing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 511,Systems Engineering II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATE 445,Joining of Advanced Materials Laboratory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,CE 204,Mechanics of Materials I 5,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATE 210,Materials Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 429,Ergonomics Laboratory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,BIO 213,Life Science for Engineers,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 319,Human Factors Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 510,Systems Engineering I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATH 241,Calculus IV,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ITP 341,Packaging Polymers and Processing,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATH 244,Linear Analysis I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 405,Mechatronics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 336,Computer-Aided Manufacturing II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 326,Intermediate Dynamics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 450,Manufacturing Process and Tool Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 314,Engineering Economics,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,HNRS/PHYS 132,General Physics II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 408,Systems Engineering,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 416,Automation of Industrial Systems,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 305,Operations Research II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,MATE 440,Welding Metallurgy and Joining of Advanced Materials,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 541,Advanced Operations Research,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,CHEM 125,General Chemistry for Physical Science and Engineering II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 341,Fluid Mechanics I,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ME 303,Thermodynamics II,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 471,Selected Advanced Laboratory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ITP 326,Product Design and Development,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,ITP 406,Professional Technical Selling,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,EE 361,Electronics Laboratory,#ffbf00
collegeofengineering,Manufacturing Engineering,Manufacturing Engineering,IME 223,Process Improvement Fundamentals,#ffbf00
collegeofsciencemathematics,Marine Sciences,Marine Sciences,CPE/CSC 203,Project-Based Object-Oriented Programming and Design,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,MSCI 300,Marine Ecology,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,STAT 416,Statistical Analysis of Time Series,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,CHEM 220,Organic Chemistry Laboratory For Life Sciences II,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 160,Diversity and History of Life,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,ENGR 400,Special Problems for Advanced Undergraduates 4,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,CHEM 331,Quantitative Analysis,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,STAT 323,Design and Analysis of Experiments I,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 461,Senior Project - Research Proposal 2,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 361,Principles of Animal Physiology,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,MSCI 401,Marine Science Outreach 4,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 263,Introductory Ecology and Evolution,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,MSCI 330,Technologies for Ocean Discovery,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 322,Ichthyology,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,HNRS/MATH 143,Calculus III,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,CHEM 218,Organic Chemistry III,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,MSCI 428,Marine Conservation and Policy,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 330,Extended Field Biology Activity 4,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,COMS 395,Science Communication 5,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,MCRO 436,Microbial Ecology,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,ENGR 322/SCM 302,The Learn By Doing Lab Teaching Practicum,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 161,Introduction to Cell and Molecular Biology (B2 & B3) 1,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,AG/EDES/ENGR/GEOG/ISLA/SCM/UNIV 350,The Global Environment,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 414,Evolution,#5cf7a6
collegeofsciencemathematics,Marine Sciences,Marine Sciences,BIO 415,Biogeography,#5cf7a6
